User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
17120164,103.0,female,27,150.0,56.0,22.0,92.0,40.5
12917144,59.0,male,35,198.0,99.0,10.0,101.0,40.1
13013703,94.0,female,28,164.0,63.0,18.0,98.0,40.6
18307612,23.0,male,38,187.0,93.0,7.0,84.0,39.5
16042685,120.0,male,73,168.0,77.0,18.0,97.0,40.3
14821082,102.0,female,41,187.0,78.0,19.0,99.0,40.5
11597821,192.0,male,72,182.0,87.0,24.0,105.0,40.7
18872060,230.0,male,68,198.0,98.0,28.0,106.0,40.8
19218930,37.0,male,74,185.0,89.0,7.0,86.0,39.4
18042850,10.0,female,31,173.0,73.0,3.0,81.0,38.4
16347757,18.0,female,65,168.0,62.0,4.0,84.0,39.1
16310269,60.0,female,50,172.0,71.0,15.0,84.0,40.3
10489424,76.0,female,56,152.0,54.0,14.0,94.0,39.9
18780935,69.0,female,26,162.0,59.0,15.0,92.0,40.4
13178607,177.0,male,24,185.0,90.0,26.0,112.0,40.4
14482842,156.0,female,23,159.0,54.0,25.0,107.0,40.6
10322549,178.0,female,58,161.0,65.0,27.0,106.0,40.6
15206307,41.0,male,43,187.0,88.0,8.0,95.0,40.0
17876911,19.0,female,42,180.0,78.0,6.0,79.0,39.3
13440939,54.0,male,27,192.0,90.0,16.0,88.0,39.8
10389715,14.0,male,25,189.0,88.0,4.0,90.0,39.1
11539382,41.0,female,42,157.0,60.0,8.0,94.0,39.8
12850770,15.0,male,29,184.0,82.0,5.0,86.0,39.1
16195919,146.0,male,40,193.0,95.0,22.0,105.0,40.6
11523602,31.0,female,32,180.0,75.0,7.0,92.0,39.0
18294489,157.0,male,78,180.0,87.0,20.0,102.0,40.4
15000250,130.0,female,34,156.0,57.0,23.0,100.0,40.5
13060087,181.0,female,31,168.0,70.0,29.0,108.0,40.9
12411828,135.0,female,66,174.0,74.0,23.0,99.0,40.8
12864673,56.0,male,51,182.0,85.0,12.0,90.0,39.8
14626571,130.0,male,57,187.0,86.0,20.0,100.0,40.0
10860376,259.0,male,75,189.0,95.0,30.0,107.0,40.6
15629105,187.0,male,60,174.0,76.0,24.0,109.0,40.6
14766422,162.0,female,37,164.0,66.0,27.0,104.0,41.2
16684929,84.0,female,26,165.0,60.0,17.0,95.0,40.4
13124716,26.0,male,45,187.0,89.0,8.0,82.0,39.6
18352741,8.0,male,55,163.0,66.0,3.0,79.0,38.6
10302829,142.0,female,71,153.0,53.0,22.0,101.0,40.7
18088586,33.0,male,22,194.0,98.0,8.0,94.0,39.6
15708106,17.0,female,77,177.0,79.0,4.0,83.0,39.0
15402776,172.0,male,33,181.0,81.0,28.0,106.0,41.1
18771025,92.0,female,56,154.0,55.0,17.0,94.0,40.2
19608093,54.0,female,50,154.0,55.0,11.0,90.0,40.0
10587535,83.0,male,31,190.0,87.0,19.0,94.0,40.4
18852038,78.0,female,36,175.0,68.0,18.0,89.0,40.2
11750896,26.0,male,27,196.0,95.0,8.0,87.0,39.4
11086377,151.0,female,35,174.0,67.0,25.0,105.0,40.6
13732076,175.0,female,47,169.0,59.0,29.0,102.0,41.1
14160108,228.0,male,61,168.0,76.0,27.0,113.0,40.7
15793708,62.0,male,40,192.0,90.0,14.0,91.0,40.4
15673848,64.0,male,35,197.0,102.0,12.0,97.0,39.8
18366265,45.0,female,66,152.0,54.0,9.0,88.0,39.4
19113921,168.0,male,52,201.0,105.0,23.0,104.0,40.7
11451489,74.0,female,32,163.0,57.0,16.0,91.0,40.1
16307901,117.0,male,45,207.0,114.0,16.0,105.0,40.3
19194825,13.0,female,60,142.0,52.0,3.0,82.0,38.5
15280775,58.0,male,40,172.0,80.0,11.0,98.0,40.1
18748015,86.0,male,30,194.0,93.0,18.0,96.0,40.5
16503478,109.0,female,55,155.0,52.0,18.0,100.0,40.5
17666286,85.0,female,78,193.0,96.0,17.0,92.0,40.3
12612101,9.0,male,35,160.0,67.0,4.0,81.0,38.8
18317261,113.0,female,21,150.0,50.0,19.0,104.0,40.1
19876392,12.0,male,30,187.0,89.0,3.0,91.0,38.4
12948429,4.0,female,40,145.0,49.0,1.0,87.0,38.0
14946022,1.0,male,28,166.0,66.0,2.0,72.0,38.0
19899373,106.0,male,70,197.0,98.0,16.0,95.0,40.2
16681728,128.0,male,37,187.0,86.0,23.0,100.0,40.5
19386173,9.0,male,62,191.0,96.0,2.0,85.0,38.2
13967757,113.0,male,47,182.0,88.0,19.0,99.0,40.4
17461047,62.0,female,24,157.0,55.0,13.0,93.0,39.9
18532676,118.0,male,27,179.0,72.0,22.0,104.0,41.0
17804243,100.0,female,38,163.0,65.0,19.0,97.0,40.5
18849982,19.0,female,41,162.0,63.0,6.0,76.0,39.3
14428857,51.0,female,57,170.0,66.0,10.0,92.0,39.4
19380788,30.0,female,63,171.0,68.0,7.0,84.0,39.8
12920849,132.0,male,61,160.0,66.0,18.0,107.0,40.3
15598877,18.0,male,25,179.0,79.0,12.0,78.0,40.1
12940396,8.0,male,58,185.0,83.0,2.0,84.0,38.5
11682697,187.0,male,25,180.0,77.0,29.0,111.0,40.8
17646217,7.0,male,59,193.0,91.0,2.0,80.0,38.3
15971438,186.0,female,24,149.0,46.0,27.0,112.0,40.8
18945548,103.0,male,29,196.0,91.0,22.0,96.0,40.6
17145803,13.0,female,56,168.0,66.0,3.0,85.0,38.7
12857174,168.0,male,63,171.0,75.0,22.0,107.0,40.6
15309367,76.0,male,52,180.0,82.0,14.0,95.0,40.2
11624077,51.0,male,46,169.0,66.0,10.0,97.0,39.7
10121927,5.0,male,23,180.0,85.0,2.0,85.0,37.8
17886646,63.0,female,47,161.0,58.0,11.0,99.0,40.1
13547937,140.0,male,57,203.0,107.0,22.0,96.0,40.7
19149260,27.0,female,23,160.0,57.0,7.0,85.0,39.3
18998025,85.0,male,22,173.0,74.0,20.0,98.0,40.4
14903579,17.0,female,40,157.0,56.0,4.0,87.0,38.4
10387101,78.0,female,43,166.0,69.0,15.0,96.0,40.0
19805700,15.0,male,40,190.0,90.0,4.0,86.0,39.1
15842907,17.0,male,22,183.0,81.0,7.0,85.0,39.3
12508360,169.0,female,47,158.0,55.0,25.0,108.0,41.0
19538533,113.0,female,54,171.0,66.0,20.0,98.0,40.1
18011722,86.0,female,67,166.0,64.0,17.0,90.0,40.3
10929883,24.0,male,31,203.0,110.0,7.0,84.0,39.4
10912661,18.0,male,47,191.0,88.0,5.0,84.0,39.4
12276773,8.0,male,73,180.0,82.0,2.0,79.0,38.2
12334873,11.0,female,56,180.0,76.0,4.0,71.0,38.8
13505915,35.0,female,32,158.0,58.0,8.0,89.0,39.5
16197127,64.0,female,53,158.0,60.0,14.0,87.0,40.2
11961698,66.0,female,23,158.0,53.0,14.0,93.0,40.0
16183915,113.0,male,69,197.0,98.0,18.0,93.0,40.7
17238942,179.0,female,22,165.0,57.0,29.0,107.0,40.5
12979933,4.0,male,56,192.0,93.0,1.0,80.0,37.8
12158911,204.0,female,38,155.0,59.0,28.0,115.0,40.4
18999803,168.0,female,24,170.0,65.0,28.0,106.0,40.9
16305906,36.0,female,52,159.0,65.0,7.0,93.0,39.1
14590446,115.0,female,51,182.0,82.0,21.0,99.0,40.7
12106575,16.0,female,21,166.0,63.0,5.0,81.0,39.3
16563160,77.0,male,21,193.0,88.0,15.0,102.0,39.8
10250475,97.0,female,30,176.0,69.0,18.0,100.0,40.3
18758816,56.0,female,52,159.0,59.0,11.0,92.0,39.9
16481621,4.0,female,20,165.0,58.0,1.0,83.0,37.8
17046316,120.0,male,38,182.0,77.0,21.0,102.0,40.5
14989845,56.0,female,26,168.0,70.0,12.0,94.0,39.9
14320607,32.0,female,67,168.0,64.0,6.0,93.0,39.3
15224042,65.0,male,71,175.0,76.0,10.0,97.0,39.9
13583410,93.0,male,38,194.0,101.0,18.0,95.0,40.4
13215072,16.0,male,23,190.0,85.0,6.0,86.0,39.3
12044547,21.0,female,76,144.0,47.0,4.0,88.0,38.9
10612174,28.0,female,78,174.0,71.0,6.0,86.0,39.2
12657700,33.0,male,65,187.0,90.0,6.0,90.0,39.0
11215574,54.0,female,21,157.0,51.0,12.0,91.0,39.9
16128896,148.0,male,61,187.0,87.0,23.0,98.0,40.8
16092770,19.0,female,63,161.0,64.0,4.0,88.0,39.0
10324436,20.0,male,46,197.0,99.0,5.0,85.0,38.6
11838441,51.0,male,32,165.0,67.0,11.0,98.0,39.8
17002036,100.0,male,69,188.0,92.0,17.0,91.0,40.2
10042786,184.0,female,53,166.0,68.0,29.0,105.0,40.8
18370660,97.0,male,42,172.0,77.0,20.0,95.0,40.4
14774840,126.0,female,71,157.0,62.0,21.0,98.0,40.5
14670034,87.0,male,48,187.0,90.0,16.0,95.0,40.1
18634285,80.0,female,37,163.0,60.0,17.0,91.0,40.7
18764570,20.0,female,45,163.0,61.0,5.0,83.0,39.1
14902060,120.0,male,62,183.0,86.0,19.0,97.0,40.9
18086810,198.0,female,57,139.0,44.0,28.0,108.0,40.9
10349054,44.0,male,53,193.0,90.0,9.0,90.0,39.6
11353054,178.0,female,50,172.0,72.0,30.0,102.0,41.0
18829993,141.0,male,22,185.0,85.0,24.0,107.0,40.4
11217032,15.0,male,77,192.0,94.0,3.0,82.0,38.3
15857007,25.0,male,27,193.0,94.0,7.0,89.0,39.6
14346479,91.0,male,26,175.0,72.0,22.0,96.0,40.7
11818427,12.0,male,28,189.0,90.0,5.0,82.0,38.8
11068965,64.0,female,21,154.0,55.0,14.0,92.0,40.3
12007671,76.0,female,73,183.0,79.0,15.0,91.0,40.0
11615919,7.0,male,46,185.0,87.0,2.0,84.0,38.7
10153480,46.0,female,33,171.0,70.0,10.0,92.0,39.8
13956068,131.0,female,34,163.0,63.0,22.0,104.0,40.7
19489756,24.0,male,35,175.0,79.0,10.0,81.0,40.0
19166029,19.0,male,24,189.0,92.0,6.0,88.0,39.2
18370505,171.0,male,52,196.0,97.0,24.0,104.0,40.9
17135515,24.0,female,26,172.0,68.0,7.0,82.0,38.9
16053479,208.0,female,30,147.0,53.0,28.0,117.0,40.6
19373741,113.0,male,32,190.0,82.0,23.0,98.0,40.5
17045101,203.0,male,50,187.0,93.0,28.0,106.0,40.9
18169479,120.0,female,71,172.0,71.0,17.0,109.0,40.6
16096253,34.0,male,32,184.0,93.0,11.0,84.0,39.7
14774293,26.0,female,67,176.0,72.0,6.0,84.0,39.3
11617781,29.0,female,20,165.0,66.0,7.0,90.0,39.2
19026556,131.0,male,22,181.0,83.0,22.0,108.0,40.6
19642773,271.0,male,60,171.0,79.0,28.0,121.0,41.2
18408381,73.0,male,32,178.0,78.0,16.0,96.0,40.2
13567000,32.0,female,47,156.0,56.0,7.0,88.0,39.7
12510103,20.0,female,55,176.0,69.0,6.0,77.0,39.2
10411336,83.0,female,24,145.0,48.0,18.0,91.0,40.5
13132405,102.0,female,78,159.0,56.0,18.0,93.0,40.4
17566685,194.0,male,23,176.0,82.0,27.0,116.0,40.8
14223696,65.0,male,32,202.0,99.0,13.0,96.0,40.1
12972707,41.0,female,73,160.0,63.0,10.0,80.0,40.1
11169347,74.0,female,32,148.0,49.0,15.0,93.0,40.1
10388266,53.0,female,65,150.0,54.0,11.0,87.0,40.0
11033322,15.0,female,59,169.0,69.0,3.0,90.0,39.0
16682664,218.0,male,24,196.0,96.0,30.0,114.0,41.0
17362737,53.0,male,57,164.0,65.0,10.0,95.0,40.2
11359886,178.0,female,77,184.0,81.0,27.0,105.0,40.8
11001116,41.0,female,27,181.0,75.0,10.0,89.0,39.6
15762401,148.0,female,45,140.0,41.0,25.0,99.0,40.7
15205402,9.0,male,59,191.0,91.0,2.0,85.0,38.0
13461897,158.0,female,39,166.0,63.0,26.0,104.0,40.8
16298250,140.0,male,48,174.0,78.0,22.0,103.0,40.6
12652924,23.0,male,62,184.0,83.0,8.0,75.0,39.5
17921612,60.0,male,73,192.0,92.0,11.0,87.0,40.0
12431875,11.0,male,26,182.0,84.0,5.0,81.0,39.1
14182220,144.0,female,50,169.0,68.0,25.0,100.0,40.8
17981377,76.0,female,48,150.0,53.0,14.0,95.0,40.5
18098776,110.0,female,34,166.0,67.0,19.0,103.0,40.5
10736076,180.0,female,53,139.0,48.0,29.0,101.0,40.6
14148047,67.0,female,43,157.0,54.0,15.0,87.0,39.9
15371874,10.0,male,77,176.0,79.0,2.0,85.0,38.5
12800956,81.0,female,20,164.0,64.0,15.0,101.0,40.1
11769784,125.0,male,70,190.0,99.0,18.0,97.0,40.5
16147342,137.0,female,74,160.0,58.0,22.0,99.0,40.4
16990420,29.0,male,25,175.0,78.0,8.0,92.0,39.5
12381944,147.0,female,27,158.0,59.0,24.0,106.0,40.4
13690107,37.0,male,56,187.0,90.0,8.0,87.0,39.8
16102997,202.0,male,25,180.0,81.0,29.0,114.0,41.1
19930117,80.0,female,58,167.0,65.0,14.0,98.0,40.1
19327424,10.0,male,79,193.0,97.0,2.0,80.0,38.0
15557806,26.0,female,25,149.0,54.0,6.0,89.0,39.0
18345978,198.0,female,55,162.0,64.0,28.0,111.0,40.7
14740186,238.0,male,47,171.0,75.0,29.0,116.0,41.1
13676740,50.0,male,22,188.0,89.0,13.0,93.0,40.0
18276257,140.0,male,23,175.0,73.0,23.0,110.0,40.6
15116033,139.0,female,40,154.0,57.0,23.0,103.0,40.5
18973839,65.0,female,46,156.0,56.0,15.0,86.0,40.3
11540819,161.0,female,58,165.0,63.0,24.0,107.0,40.7
10133224,199.0,female,64,165.0,69.0,29.0,108.0,40.8
19990936,174.0,male,54,194.0,103.0,27.0,98.0,41.1
12549363,173.0,female,45,154.0,52.0,26.0,107.0,40.6
17581557,4.0,male,36,199.0,102.0,2.0,75.0,38.4
11795524,55.0,female,38,168.0,61.0,13.0,87.0,40.1
17421142,70.0,male,29,188.0,84.0,16.0,95.0,40.4
18121148,165.0,male,49,175.0,75.0,26.0,103.0,40.6
13771824,111.0,male,60,183.0,84.0,18.0,97.0,40.5
16500330,170.0,female,62,171.0,75.0,26.0,106.0,41.2
11042324,15.0,female,27,171.0,65.0,4.0,85.0,38.6
15066267,131.0,female,36,178.0,78.0,27.0,95.0,40.9
19276397,92.0,female,34,158.0,56.0,18.0,95.0,40.8
12035754,15.0,male,46,166.0,68.0,6.0,79.0,39.1
18207331,13.0,female,25,154.0,59.0,3.0,90.0,38.6
16822305,113.0,female,43,180.0,80.0,21.0,99.0,40.6
16900867,46.0,female,53,161.0,63.0,11.0,84.0,40.2
13316533,11.0,male,29,189.0,96.0,4.0,83.0,38.6
14534663,135.0,male,50,187.0,91.0,25.0,94.0,40.7
15182901,32.0,male,30,182.0,82.0,11.0,85.0,39.6
17847282,26.0,female,39,159.0,59.0,6.0,87.0,39.0
13246605,27.0,male,26,174.0,77.0,9.0,88.0,39.6
19477257,12.0,male,32,205.0,107.0,3.0,89.0,38.3
12734223,204.0,male,55,193.0,98.0,24.0,112.0,40.8
19154250,211.0,female,62,158.0,59.0,29.0,111.0,41.0
19049578,8.0,male,57,174.0,78.0,2.0,84.0,38.1
16980939,50.0,female,59,183.0,84.0,12.0,86.0,40.2
11047913,114.0,male,30,168.0,74.0,23.0,100.0,41.0
12292817,18.0,female,33,182.0,78.0,5.0,83.0,39.3
18023166,8.0,female,39,162.0,55.0,2.0,82.0,38.1
15236989,37.0,male,72,186.0,85.0,8.0,83.0,39.3
14278089,91.0,female,21,160.0,57.0,18.0,97.0,40.2
10638410,58.0,female,46,180.0,75.0,12.0,93.0,40.1
11447697,83.0,male,37,195.0,93.0,19.0,91.0,40.5
16603772,52.0,male,22,189.0,91.0,12.0,96.0,40.0
15671040,30.0,male,21,180.0,81.0,9.0,91.0,39.5
16412866,42.0,female,49,173.0,67.0,10.0,85.0,39.5
15860789,11.0,female,27,167.0,63.0,3.0,83.0,38.4
19620732,15.0,female,57,151.0,54.0,4.0,79.0,38.6
13089207,4.0,female,74,171.0,74.0,1.0,83.0,37.8
12341644,239.0,male,64,187.0,94.0,28.0,110.0,40.8
14156424,153.0,male,23,179.0,84.0,26.0,107.0,40.6
12848526,173.0,female,79,154.0,55.0,24.0,107.0,40.5
17909635,22.0,female,71,176.0,73.0,5.0,85.0,38.9
17004999,103.0,female,21,180.0,75.0,20.0,100.0,40.6
19118511,46.0,male,31,184.0,86.0,17.0,83.0,40.6
12459349,14.0,male,32,169.0,71.0,5.0,86.0,39.4
13020317,135.0,female,63,161.0,61.0,20.0,106.0,40.1
11703149,124.0,male,64,188.0,92.0,17.0,102.0,40.4
16127801,186.0,male,50,184.0,82.0,26.0,107.0,40.6
13618957,84.0,female,29,169.0,70.0,16.0,99.0,40.2
14380865,205.0,female,73,184.0,83.0,25.0,121.0,40.6
16650459,3.0,female,25,165.0,68.0,1.0,78.0,37.5
14199182,76.0,female,30,161.0,56.0,15.0,95.0,39.9
15502476,33.0,female,28,163.0,60.0,7.0,93.0,39.4
13640619,165.0,female,75,181.0,77.0,25.0,105.0,40.6
18415031,152.0,male,64,181.0,82.0,26.0,94.0,40.9
18355691,71.0,female,21,158.0,54.0,19.0,84.0,40.4
19886200,61.0,male,40,182.0,83.0,13.0,94.0,40.0
10657059,103.0,female,27,165.0,62.0,22.0,93.0,40.3
19119129,80.0,female,54,175.0,71.0,17.0,90.0,40.3
19901029,180.0,female,58,179.0,76.0,27.0,108.0,40.6
10488774,5.0,female,67,173.0,73.0,1.0,88.0,38.0
18628463,22.0,male,26,194.0,91.0,7.0,87.0,39.5
19097171,59.0,male,43,189.0,93.0,14.0,88.0,40.3
12528971,188.0,female,21,171.0,71.0,29.0,112.0,41.0
10480955,65.0,female,31,171.0,69.0,14.0,93.0,40.3
10023167,153.0,male,39,188.0,91.0,24.0,104.0,40.8
17711424,34.0,male,40,181.0,81.0,9.0,88.0,40.0
18010312,29.0,female,37,154.0,55.0,6.0,92.0,39.1
12337569,15.0,male,46,181.0,82.0,4.0,86.0,38.9
10339282,68.0,male,26,179.0,71.0,16.0,97.0,40.3
15952846,167.0,male,73,188.0,95.0,21.0,103.0,40.4
10196902,65.0,male,38,170.0,75.0,14.0,95.0,40.4
11127230,31.0,male,26,184.0,89.0,9.0,89.0,39.6
14476148,92.0,female,34,147.0,52.0,19.0,92.0,40.4
10561982,147.0,female,24,144.0,47.0,24.0,105.0,40.6
13771122,166.0,female,34,164.0,57.0,26.0,107.0,41.0
15394963,76.0,male,42,177.0,77.0,14.0,99.0,40.3
10784419,93.0,male,38,181.0,80.0,18.0,98.0,40.2
14948082,24.0,male,31,185.0,86.0,9.0,83.0,39.9
18208440,106.0,female,28,176.0,68.0,22.0,95.0,40.5
10078782,198.0,female,36,153.0,57.0,28.0,113.0,41.0
19959990,91.0,female,57,157.0,57.0,18.0,91.0,40.1
18204412,189.0,female,75,156.0,61.0,29.0,102.0,41.2
19224353,132.0,male,61,184.0,88.0,20.0,99.0,40.8
14272897,111.0,male,30,175.0,78.0,22.0,100.0,40.3
16974475,16.0,male,78,172.0,80.0,3.0,86.0,38.8
14522123,175.0,female,49,158.0,61.0,27.0,106.0,41.0
11980747,87.0,female,27,173.0,71.0,21.0,89.0,40.8
14862083,142.0,female,51,174.0,74.0,24.0,102.0,40.4
13093592,36.0,female,79,163.0,62.0,8.0,83.0,39.2
19260401,19.0,female,38,157.0,57.0,5.0,83.0,39.3
16328769,172.0,female,53,164.0,63.0,26.0,107.0,40.8
17476818,35.0,male,20,167.0,65.0,12.0,91.0,40.3
11844111,52.0,male,33,192.0,98.0,10.0,97.0,39.8
16218134,32.0,male,29,175.0,73.0,9.0,91.0,39.7
15214385,95.0,male,47,187.0,97.0,20.0,90.0,40.4
15510241,188.0,female,26,173.0,71.0,29.0,111.0,40.8
13871231,18.0,female,34,186.0,87.0,5.0,84.0,39.3
18145874,49.0,female,25,168.0,64.0,12.0,88.0,40.0
11594770,17.0,female,50,161.0,58.0,4.0,85.0,39.2
17276463,125.0,female,70,163.0,62.0,23.0,93.0,40.2
15146784,179.0,male,73,183.0,88.0,25.0,99.0,40.6
17860727,156.0,female,29,166.0,61.0,29.0,99.0,40.9
11835406,138.0,female,32,164.0,62.0,25.0,100.0,40.3
16249897,32.0,female,58,160.0,62.0,7.0,87.0,39.3
13085698,72.0,female,79,156.0,54.0,13.0,91.0,40.3
13787129,106.0,female,23,158.0,62.0,21.0,97.0,40.5
17344755,131.0,male,64,184.0,92.0,18.0,102.0,40.4
14001036,66.0,female,48,180.0,71.0,14.0,91.0,40.2
14019711,89.0,male,28,171.0,70.0,17.0,103.0,40.4
15217381,143.0,male,53,200.0,96.0,23.0,98.0,40.8
12615468,159.0,female,51,157.0,58.0,26.0,102.0,40.7
18647376,68.0,female,28,176.0,69.0,13.0,99.0,40.0
14143316,105.0,female,43,147.0,51.0,19.0,97.0,40.1
10481882,179.0,female,31,165.0,60.0,25.0,115.0,40.8
13326376,72.0,female,61,164.0,62.0,13.0,95.0,40.1
16006999,42.0,female,58,171.0,74.0,11.0,81.0,40.1
13801732,152.0,female,59,172.0,73.0,23.0,107.0,40.3
19871856,156.0,male,48,171.0,79.0,25.0,102.0,40.2
18191249,29.0,female,37,169.0,63.0,7.0,87.0,39.5
14164390,160.0,female,38,165.0,61.0,25.0,107.0,40.6
10494078,181.0,female,67,186.0,76.0,27.0,107.0,40.6
18521918,102.0,male,27,184.0,84.0,21.0,99.0,40.6
11794204,105.0,female,20,171.0,70.0,19.0,103.0,40.6
17619111,12.0,male,73,187.0,96.0,2.0,91.0,38.0
16768226,19.0,female,43,173.0,67.0,5.0,82.0,39.2
10923384,39.0,female,79,163.0,61.0,7.0,93.0,39.7
11507240,206.0,male,67,183.0,87.0,26.0,106.0,40.4
14854195,201.0,male,68,169.0,77.0,25.0,108.0,40.6
13710236,85.0,female,27,157.0,54.0,17.0,95.0,40.3
10557003,48.0,female,50,175.0,74.0,11.0,88.0,40.0
13406326,134.0,male,45,199.0,94.0,22.0,100.0,40.5
12156953,65.0,male,48,181.0,90.0,14.0,90.0,40.3
14933337,138.0,female,21,169.0,64.0,24.0,104.0,41.0
16782689,165.0,male,50,185.0,93.0,26.0,100.0,40.5
19352117,6.0,female,24,174.0,72.0,2.0,77.0,37.9
19784594,12.0,female,57,166.0,64.0,3.0,83.0,38.7
13613817,63.0,female,25,159.0,57.0,13.0,94.0,40.3
12630773,28.0,male,52,185.0,94.0,7.0,84.0,39.5
16649833,197.0,male,79,184.0,87.0,24.0,104.0,40.6
18445506,52.0,female,29,165.0,64.0,11.0,93.0,40.0
18428151,10.0,male,76,191.0,96.0,2.0,83.0,37.7
14003775,66.0,female,59,185.0,80.0,15.0,87.0,40.6
10781632,124.0,male,24,196.0,94.0,23.0,102.0,40.7
10559589,21.0,male,58,181.0,85.0,5.0,84.0,39.0
16360287,213.0,female,73,149.0,55.0,30.0,107.0,41.2
15126790,182.0,male,42,175.0,78.0,25.0,111.0,40.9
16259053,9.0,female,45,161.0,59.0,3.0,74.0,38.3
19131256,70.0,male,65,183.0,87.0,13.0,90.0,40.1
14121007,4.0,male,23,195.0,93.0,2.0,81.0,38.5
12132339,134.0,male,60,186.0,94.0,21.0,97.0,40.4
16933841,161.0,female,22,158.0,56.0,26.0,107.0,40.9
14893804,3.0,male,48,182.0,85.0,1.0,80.0,37.7
11380674,134.0,female,65,176.0,72.0,21.0,104.0,40.4
18907274,137.0,female,79,153.0,56.0,22.0,98.0,40.7
13834277,22.0,female,25,158.0,54.0,5.0,90.0,39.0
12283493,22.0,male,35,200.0,97.0,5.0,92.0,39.1
18690190,118.0,male,23,186.0,93.0,19.0,108.0,40.2
14574462,37.0,male,57,185.0,80.0,7.0,93.0,39.4
13006321,48.0,male,53,196.0,103.0,9.0,91.0,39.8
16333757,93.0,male,32,170.0,73.0,19.0,99.0,40.5
15424711,95.0,female,42,156.0,60.0,20.0,91.0,40.3
14856859,16.0,female,33,172.0,76.0,5.0,79.0,38.7
19648443,101.0,male,36,190.0,92.0,19.0,98.0,40.6
12917082,42.0,female,32,158.0,58.0,9.0,91.0,39.8
14692435,30.0,male,36,192.0,90.0,10.0,83.0,40.2
18930861,32.0,male,20,198.0,100.0,10.0,88.0,39.8
13950642,163.0,male,24,193.0,90.0,29.0,104.0,40.9
17841465,124.0,female,26,167.0,67.0,19.0,111.0,41.0
18440252,67.0,female,26,156.0,53.0,14.0,93.0,40.3
10925452,108.0,female,47,162.0,55.0,21.0,93.0,40.5
12860503,115.0,female,26,166.0,60.0,20.0,103.0,40.6
15459065,57.0,male,43,192.0,94.0,14.0,87.0,40.5
16091931,6.0,male,32,192.0,90.0,2.0,83.0,38.2
18469881,105.0,male,31,199.0,109.0,21.0,95.0,40.5
16701146,104.0,male,54,166.0,73.0,17.0,100.0,40.2
11411479,62.0,female,79,158.0,62.0,13.0,85.0,40.0
11725155,21.0,male,66,189.0,91.0,5.0,81.0,39.1
10894310,152.0,female,22,161.0,62.0,29.0,99.0,40.8
16545808,100.0,female,25,160.0,55.0,21.0,93.0,40.5
17003411,55.0,female,37,173.0,74.0,15.0,83.0,40.3
16727196,125.0,male,31,174.0,74.0,25.0,100.0,40.6
11787901,60.0,male,42,179.0,81.0,16.0,87.0,40.3
16607836,104.0,male,23,179.0,80.0,22.0,100.0,40.7
10420609,49.0,male,25,197.0,99.0,12.0,92.0,39.8
19375845,87.0,female,46,162.0,61.0,15.0,100.0,40.1
13394441,216.0,male,71,146.0,56.0,29.0,106.0,40.7
13597240,186.0,female,49,163.0,56.0,28.0,107.0,40.3
14243456,204.0,female,74,173.0,78.0,30.0,107.0,40.9
14708432,6.0,female,31,173.0,75.0,2.0,77.0,38.7
15201360,59.0,male,48,184.0,86.0,11.0,95.0,39.9
18193091,131.0,male,57,196.0,96.0,19.0,101.0,40.8
15922334,7.0,male,41,200.0,98.0,2.0,82.0,38.1
16398414,199.0,male,69,188.0,91.0,25.0,105.0,40.6
15610530,13.0,male,25,179.0,80.0,4.0,89.0,39.1
10980657,68.0,male,57,182.0,84.0,11.0,98.0,39.9
18180739,17.0,female,43,169.0,72.0,5.0,79.0,39.5
17970172,161.0,male,26,179.0,81.0,27.0,107.0,40.6
14654679,229.0,male,56,176.0,83.0,29.0,110.0,40.6
19689908,71.0,female,77,163.0,65.0,14.0,89.0,40.5
15936121,223.0,male,36,173.0,78.0,30.0,114.0,40.6
13769960,156.0,male,75,170.0,72.0,23.0,98.0,40.9
14785428,34.0,female,23,148.0,48.0,8.0,88.0,39.4
11374989,116.0,female,20,156.0,56.0,22.0,99.0,40.3
14558438,100.0,male,41,170.0,69.0,18.0,101.0,40.2
15811330,19.0,female,22,146.0,49.0,5.0,84.0,39.3
12625905,153.0,female,63,167.0,66.0,25.0,101.0,40.8
14857446,76.0,male,24,188.0,90.0,14.0,103.0,40.1
14783574,152.0,male,49,187.0,91.0,25.0,99.0,40.8
11541155,158.0,female,69,179.0,82.0,23.0,109.0,40.5
14995117,3.0,female,46,175.0,74.0,1.0,77.0,37.9
11969058,31.0,male,22,183.0,85.0,10.0,89.0,39.9
19077586,76.0,female,35,178.0,78.0,16.0,94.0,39.8
18148854,58.0,male,32,175.0,77.0,12.0,98.0,39.9
17086961,37.0,female,40,151.0,56.0,10.0,81.0,39.5
15842647,113.0,female,39,152.0,53.0,20.0,99.0,40.9
10765096,55.0,female,28,169.0,72.0,14.0,87.0,40.7
15701879,117.0,male,36,191.0,94.0,20.0,101.0,40.8
10067859,210.0,male,53,196.0,97.0,27.0,108.0,40.9
13280605,9.0,male,20,193.0,93.0,4.0,82.0,39.0
15922418,123.0,male,49,190.0,94.0,21.0,97.0,40.2
18868750,121.0,female,52,165.0,65.0,19.0,105.0,40.4
10594270,173.0,female,26,145.0,46.0,28.0,105.0,40.9
17063121,167.0,female,72,175.0,74.0,27.0,101.0,41.3
11446875,68.0,female,63,161.0,61.0,13.0,92.0,40.1
